2016ನೇ	UNK	2016ನೇ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


*	SYM.punc....	*.
ಅತ್ಯುತ್ತಮ	JJ.unk....	ಅತ್ಯುತ್ತಮ.
ಬಾಲ	NN.unk....	ಬಾಲ.
ನಟಿ ಬೇಬಿ	UNK	ನಟಿ ಬೇಬಿ.
ಸಿರಿ	NN.unk....	ಸಿರಿ.
ವಾನಳ್ಳಿ	NN.unk....	ವಾನಳ್ಳಿ.
(ಜೀರ್‌	UNK	(ಜೀರ್‌.
ಜಿಂಬೆ)	UNK	ಜಿಂಬೆ).
ಮತ್ತು	CC.avy....	ಮತ್ತು.
ಬೇಬಿ	NN.unk....	ಬೇಬಿ.
ರೇವತಿ	NNP.unk....	ರೇವತಿ.
(ಬೇಟಿ)	UNK	(ಬೇಟಿ).
 ತಲಾ	UNK	 ತಲಾ.
ಹತ್ತು	QC.n.n.sg..d	ಹತ್ತು.0
ಸಾವಿರ	QC.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


*	SYM.punc....	*.
ಅತ್ಯುತ್ತಮ	JJ.unk....	ಅತ್ಯುತ್ತಮ.
ಕಲಾ	NN.unk....	ಕಲಾ.
ನಿರ್ದೇಶನ ಶಶಿಧರ	UNK	ನಿರ್ದೇಶನ ಶಶಿಧರ.
ಅಡಪ	NN.n.n.sg..d	ಅಡಪ.0
(ಉಪ್ಪಿನ	UNK	(ಉಪ್ಪಿನ.
ಕಾಗದ)	UNK	ಕಾಗದ).
 20	UNK	 20.
ಸಾವಿರ	NN.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


*	SYM.punc....	*.
ಅತ್ಯುತ್ತಮ	JJ.unk....	ಅತ್ಯುತ್ತಮ.
ಗೀತ	NN.n.n.sg..d	ಗೀತ.0
ರಚನೆ ಕಾರ್ತಿಕ್‌	UNK	ರಚನೆ ಕಾರ್ತಿಕ್‌.
ಸರಗೂರು	UNK	ಸರಗೂರು.
(ಜೀರ್‌	UNK	(ಜೀರ್‌.
ಜಿಂಬೆ) 20	UNK	ಜಿಂಬೆ) 20.
ಸಾವಿರ	NN.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


*	SYM.punc....	*.
ಅತ್ಯುತ್ತಮ	JJ.unk....	ಅತ್ಯುತ್ತಮ.
ಹಿನ್ನೆಲೆ	NN.n.n.sg..d	ಹಿನ್ನೆಲೆ.0
ಗಾಯಕ ವಿಜಯ್‌	UNK	ಗಾಯಕ ವಿಜಯ್‌.
ಪ್ರಕಾಶ್‌	UNK	ಪ್ರಕಾಶ್‌.
(ಬ್ಯೂಟಿಫ‌ುಲ್‌	UNK	(ಬ್ಯೂಟಿಫ‌ುಲ್‌.
ಮನಸುಗಳು) 20	UNK	ಮನಸುಗಳು) 20.
ಸಾವಿರ	NN.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


*	SYM.punc....	*.
ಅತ್ಯುತ್ತಮ	JJ.unk....	ಅತ್ಯುತ್ತಮ.
ಹಿನ್ನೆಲೆ	NN.n.n.sg..d	ಹಿನ್ನೆಲೆ.0
ಗಾಯಕಿಸಂಗೀತಾ	UNK	ಗಾಯಕಿಸಂಗೀತಾ.
ರವೀಂದ್ರನಾಥ್‌	UNK	ರವೀಂದ್ರನಾಥ್‌.
(ಜಲ್ಸ) 20	UNK	(ಜಲ್ಸ) 20.
ಸಾವಿರ	NN.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


ತೀರ್ಪುಗಾರರ	NN.unk....	ತೀರ್ಪುಗಾರರ.
ವಿಶೇಷ	JJ.n.n.sg..d	ವಿಶೇಷ.0
ಪ್ರಶಸ್ತಿ *	UNK	ಪ್ರಶಸ್ತಿ *.
ವಸ್ತ್ರಾಲಂಕಾರ	NN.unk....	ವಸ್ತ್ರಾಲಂಕಾರ.
-	SYM.punc....	-.
ಚಿನ್ಮಯ್‌ (ಸಂತೆಯಲ್ಲಿ	UNK	ಚಿನ್ಮಯ್‌ (ಸಂತೆಯಲ್ಲಿ.
ನಿಂತ	VM.v.any.any.any.	ನಿಲ್ಲು.ಅ
ಕಬೀರ) 20	UNK	ಕಬೀರ) 20.
ಸಾವಿರ	NN.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


*	SYM.punc....	*.
ನಿರ್ಮಾಣ	NN.n.n.sg..d	ನಿರ್ಮಾಣ.0
ನಿರ್ವಾಹಕ-	UNK	ನಿರ್ವಾಹಕ-.
ಕೆ.ವಿ.	UNK	ಕೆ.ವಿ..
.	SYM.punc....	..


ಮಂಜಯ್ಯ (ಮುಂಗಾರು	UNK	ಮಂಜಯ್ಯ (ಮುಂಗಾರು.
ಮಳೆ	NN.unk....	ಮಳೆ.
2) 20	UNK	2) 20.
ಸಾವಿರ	NN.unk....	ಸಾವಿರ.
ರೂ.ಗಳ	UNK	ರೂ.ಗಳ.
ನಗದು	NN.n.n.sg..d	ನಗದು.0
ಹಾಗೂ	CC.avy....	ಹಾಗೂ.
ಬೆಳ್ಳಿಯ	NN.n.n.sg..o	ಬೆಳ್ಳಿ.ಅ
ಪದಕ.	UNK	ಪದಕ..
.	SYM.punc....	..


.	SYM.punc....	..


